id,name,asins,brand,categories,keys,manufacturer,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username,clean_text,topic_id,topic_label
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-12-24T00:00:00.000Z,2017-05-21T06:00:04Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:04:00.000Z",,True,,0.0,5.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=239,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=272","I started with the 7"" little brother and liked it a lot, so I decided to upgrade to the larger model. I use it primarily as an e-reader and for some net surfing and Facebook. The WiFi works great and is ready to access and use. Don't buy this unit if you want cell (4g) access to the Internet. It is WiFi only. Frankly, my cell phone takes better pictures, but that's not what I really wanted from the unit. All in all, a great reader with excellent battery life.",An excellent E-reader,,,SDgeek,i started with the 7 little brother and liked it a lot so i decided to upgrade to the larger model i use it primarily as an e reader and for some net surfing and facebook the wifi works great and is ready to access and use don t buy this unit if you want cell 4g access to the internet it is wifi only frankly my cell phone takes better pictures but that s not what i really wanted from the unit all in all a great reader with excellent battery life,0,Hydration/Moisture
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-12-24T00:00:00.000Z,2017-05-21T06:00:15Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:04:00.000Z",,True,,0.0,5.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=246,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=280",I started out with an original kindle and wanted one with backlight and the price was too good to pass up!,Kindle fire,,,GiGi2Kman,i started out with an original kindle and wanted one with backlight and the price was too good to pass up,3,Texture/Absorption
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-12-23T00:00:00.000Z,2017-05-21T06:00:28Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:04:00.000Z",,True,,0.0,4.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=258,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=291",Picked this up during Black Friday and for the price is a great starter tablet for my kids,excellent value,,,TC5000,picked this up during black friday and for the price is a great starter tablet for my kids,2,Longevity/Smudge-Proof
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-12-16T00:00:00.000Z,2017-05-21T06:00:43Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:00:00.000Z",,True,,0.0,5.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=269,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=302",My nephew is 3 years old and this is a great starter tablet. He is gonna be so excited Christmas morning.,Awesome tablet for my nephew,,,Teka,my nephew is 3 years old and this is a great starter tablet he is gonna be so excited christmas morning,2,Longevity/Smudge-Proof
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-12-14T00:00:00.000Z,2017-05-21T06:00:51Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:00:00.000Z",,True,,0.0,5.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=277,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=310","I received this as a gift after my original Kindle Fire started giving me trouble after 4 1/2 years and wouldn't hold a charge. This new Kindle Fire 8 is fantastic! The larger size makes it easier to read. The ""buttons"" are better than the old one. I like that is has more ""perks"", i.e. camera, that my old one didn't have. It's nice to be able to read, play games, browse the internet, or check email or take photos. The battery lasts for days! I definitely recommend this.",Kindle Fire 8,,,CrayonsNLegos,i received this as a gift after my original kindle fire started giving me trouble after 4 1 2 years and wouldn t hold a charge this new kindle fire 8 is fantastic the larger size makes it easier to read the buttons are better than the old one i like that is has more perks i e camera that my old one didn t have it s nice to be able to read play games browse the internet or check email or take photos the battery lasts for days i definitely recommend this,5,Packaging/Delivery
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2016-12-07T00:00:00.000Z,2017-05-21T06:01:03Z,"2017-04-30T00:44:00.000Z,2017-06-07T09:00:00.000Z",,False,,0.0,3.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=288,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=321",Nice tablet but as usual with these items no instructions on how to get started,Not so much,,,Jamie,nice tablet but as usual with these items no instructions on how to get started,2,Longevity/Smudge-Proof
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-18T00:00:00.000Z,2017-05-21T06:02:25Z,"2017-04-30T00:45:00.000Z,2017-06-07T09:04:00.000Z",,True,,0.0,3.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=144,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=177","I previously owned the Fire HD 7 and was excited about the HD 8. After getting the HD 8 and using it I started to notice how they were able to cut costs. The screen was not as crisp, the processor was slower and the speakers were not as loud as previous versions. Overall a good buy for the price but if you are expecting the quality that went into previous versions look elsewhere.",Good buy for the price,,,BLreview,i previously owned the fire hd 7 and was excited about the hd 8 after getting the hd 8 and using it i started to notice how they were able to cut costs the screen was not as crisp the processor was slower and the speakers were not as loud as previous versions overall a good buy for the price but if you are expecting the quality that went into previous versions look elsewhere,4,Scent/Fragrance
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-18T00:00:00.000Z,2017-05-21T06:02:36Z,"2017-04-30T00:45:00.000Z,2017-06-07T09:04:00.000Z",,True,,0.0,5.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=149,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=182",Great starter tablet without the big cost. Does everything I need.,Great starter tablet,,,TheSenator,great starter tablet without the big cost does everything i need,3,Texture/Absorption
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-07T00:00:00.000Z,2017-05-21T06:03:34Z,"2017-04-30T00:45:00.000Z,2017-06-07T09:03:00.000Z",,True,,0.0,4.0,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=181,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=214","I had an Apple Mini Ipad that was an older version and ran very slow due to older version OS I was told. I bought the Fire to replace it since I mostly use it for gaming through my WIFI. It was way cheaper and does everything I wanted and is very fast. No issues waiting for uploads. It has all the other features as well like weather, camera , and I have started to use Alexa and that is great.",Great Value,,,dublin27,i had an apple mini ipad that was an older version and ran very slow due to older version os i was told i bought the fire to replace it since i mostly use it for gaming through my wifi it was way cheaper and does everything i wanted and is very fast no issues waiting for uploads it has all the other features as well like weather camera and i have started to use alexa and that is great,0,Hydration/Moisture
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-05-19T00:00:00.000Z,2017-07-03T23:08:09Z,2017-06-07T09:02:00.000Z,,True,,0.0,4.0,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=14,"Mom likes this allot, once she started using it. She was hesitant at first because it's something new! But that didn't last long.",Great tablet for mom,,,DeDe,mom likes this allot once she started using it she was hesitant at first because it s something new but that didn t last long,4,Scent/Fragrance
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-05-19T00:00:00.000Z,2017-07-03T23:08:14Z,2017-06-07T09:02:00.000Z,,False,,0.0,1.0,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=15,"Nothing but problems after a month. Luckily I could take it back and get a credit for the kindle to put towards an ipad. It started off working fine then after a month it started losing internet connection randomly (while the old ipad had no problems). Then it stopped charging, never got past 1%. Tried different outlets, different android chargers. Nothing. Worthless",horrible,,,jason,nothing but problems after a month luckily i could take it back and get a credit for the kindle to put towards an ipad it started off working fine then after a month it started losing internet connection randomly while the old ipad had no problems then it stopped charging never got past 1 tried different outlets different android chargers nothing worthless,5,Packaging/Delivery
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-05-16T00:00:00.000Z,2017-07-03T23:08:58Z,2017-06-07T09:03:00.000Z,,True,,0.0,4.0,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=25,Great starter tablet for any one looking to not spend much money.,Good starter tablet for the price,,,Lak3,great starter tablet for any one looking to not spend much money,3,Texture/Absorption
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-05-13T00:00:00.000Z,2017-07-03T23:08:58Z,2017-06-07T09:03:00.000Z,,True,,0.0,5.0,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=25,"This is our first tablet, we were looking for a tablet to get us started and this is nice and inexpensive way to get started. We will use this for a while to get used to the whole app thing.",Great Tablet,,,BNLR,this is our first tablet we were looking for a tablet to get us started and this is nice and inexpensive way to get started we will use this for a while to get used to the whole app thing,0,Hydration/Moisture
